sample_rate,window_minutes,binary_model,binary_accuracy,binary_precision,binary_recall,binary_f1,binary_mcc,binary_threshold,binary_size_kb,multiclass_model,multiclass_accuracy,multiclass_precision,multiclass_recall,multiclass_f1,multiclass_mcc,combined_accuracy,combined_precision,combined_recall,combined_f1,combined_mcc
0.5Hz,165,DecisionTreeClassifier,0.910307,0.910307,0.910307,0.910307,0.820614,0.520000,133.907227,ExtraTreesClassifier,0.998061,0.998065,0.998061,0.998062,0.997910,0.909376,0.909292,0.909376,0.909216,0.876216
0.5Hz,165,DecisionTreeClassifier,0.919761,0.919763,0.919761,0.919761,0.839523,0.740000,133.907227,ExtraTreesClassifier,0.999083,0.999083,0.999083,0.999083,0.999010,0.919324,0.919437,0.919324,0.919360,0.889654
0.5Hz,165,DecisionTreeClassifier,0.902954,0.902955,0.902954,0.902954,0.805909,0.580000,133.907227,ExtraTreesClassifier,0.998561,0.998562,0.998561,0.998561,0.998446,0.902344,0.902788,0.902344,0.902443,0.866597
0.5Hz,165,DecisionTreeClassifier,0.963042,0.963043,0.963042,0.963042,0.926085,0.740000,133.907227,ExtraTreesClassifier,0.998787,0.998789,0.998787,0.998787,0.998690,0.962436,0.962535,0.962436,0.962456,0.948622
0.5Hz,180,DecisionTreeClassifier,0.967468,0.967468,0.967468,0.967468,0.934936,0.780000,133.907227,ExtraTreesClassifier,0.999078,0.999081,0.999078,0.999078,0.999005,0.967007,0.967065,0.967007,0.967019,0.954902
0.5Hz,180,DecisionTreeClassifier,0.927019,0.927020,0.927019,0.927019,0.854039,0.760000,133.907227,ExtraTreesClassifier,0.998925,0.998926,0.998925,0.998925,0.998840,0.926554,0.926918,0.926554,0.926582,0.899575
0.5Hz,180,DecisionTreeClassifier,0.933295,0.933297,0.933295,0.933295,0.866592,0.660000,133.907227,ExtraTreesClassifier,0.998760,0.998761,0.998760,0.998760,0.998662,0.932705,0.932731,0.932705,0.932696,0.907970
0.5Hz,180,DecisionTreeClassifier,0.910033,0.910034,0.910033,0.910033,0.820067,0.600000,133.907227,ExtraTreesClassifier,0.998703,0.998704,0.998703,0.998703,0.998598,0.909451,0.909568,0.909451,0.909454,0.876129
0.5Hz,180,DecisionTreeClassifier,0.911964,0.911965,0.911964,0.911964,0.823930,0.700000,133.907227,ExtraTreesClassifier,0.998793,0.998793,0.998793,0.998793,0.998695,0.911386,0.911643,0.911386,0.911392,0.878868
0.5Hz,180,DecisionTreeClassifier,0.954134,0.954135,0.954134,0.954134,0.908269,0.720000,133.907227,ExtraTreesClassifier,0.998788,0.998790,0.998788,0.998788,0.998691,0.953528,0.953580,0.953528,0.953510,0.936436
0.5Hz,180,DecisionTreeClassifier,0.910138,0.910147,0.910138,0.910138,0.820286,0.640000,133.907227,ExtraTreesClassifier,0.999084,0.999085,0.999084,0.999084,0.999012,0.909715,0.910155,0.909715,0.909794,0.876821
0.5Hz,180,DecisionTreeClassifier,0.916052,0.916053,0.916052,0.916052,0.832105,0.540000,133.907227,ExtraTreesClassifier,0.998128,0.998131,0.998128,0.998128,0.997982,0.915175,0.915337,0.915175,0.915117,0.884091
0.5Hz,180,DecisionTreeClassifier,0.924740,0.924744,0.924740,0.924740,0.849484,0.660000,133.907227,ExtraTreesClassifier,0.999388,0.999389,0.999388,0.999388,0.999340,0.924434,0.924503,0.924434,0.924429,0.896816
0.5Hz,180,DecisionTreeClassifier,0.903939,0.903950,0.903939,0.903939,0.807889,0.600000,133.907227,ExtraTreesClassifier,0.998655,0.998656,0.998655,0.998654,0.998548,0.903376,0.903500,0.903376,0.903349,0.867726
0.5Hz,180,DecisionTreeClassifier,0.959546,0.959546,0.959546,0.959546,0.919092,0.460000,133.907227,ExtraTreesClassifier,0.999215,0.999217,0.999215,0.999215,0.999152,0.959154,0.959269,0.959154,0.959169,0.944156
1Hz,15,DecisionTreeClassifier,0.946553,0.946568,0.946553,0.946553,0.893121,0.840000,133.907227,ExtraTreesClassifier,0.993497,0.993777,0.993497,0.993547,0.992878,0.943361,0.943670,0.943361,0.943144,0.922048
1Hz,15,DecisionTreeClassifier,0.893034,0.893038,0.893034,0.893034,0.786072,0.700000,133.907227,ExtraTreesClassifier,0.999544,0.999545,0.999544,0.999544,0.999507,0.892806,0.892360,0.892806,0.891795,0.853272
1Hz,15,DecisionTreeClassifier,0.938284,0.938284,0.938284,0.938284,0.876568,0.700000,133.907227,ExtraTreesClassifier,0.999142,0.999145,0.999142,0.999143,0.999074,0.937962,0.938075,0.937962,0.937854,0.915216
1Hz,15,DecisionTreeClassifier,0.917241,0.917241,0.917241,0.917241,0.834482,0.660000,133.907227,ExtraTreesClassifier,0.996356,0.996386,0.996356,0.996350,0.996049,0.915476,0.915454,0.915476,0.915229,0.884267
1Hz,15,DecisionTreeClassifier,0.950741,0.950741,0.950741,0.950741,0.901482,0.780000,133.907227,ExtraTreesClassifier,0.998234,0.998237,0.998234,0.998234,0.998093,0.949858,0.949873,0.949858,0.949753,0.931455
1Hz,15,DecisionTreeClassifier,0.911512,0.911513,0.911512,0.911512,0.823025,0.700000,133.907227,ExtraTreesClassifier,0.996845,0.996877,0.996845,0.996833,0.996582,0.910155,0.910396,0.910155,0.910117,0.877085
1Hz,15,DecisionTreeClassifier,0.880746,0.880746,0.880746,0.880746,0.761491,0.680000,133.907227,ExtraTreesClassifier,0.996248,0.996268,0.996248,0.996252,0.995951,0.878939,0.879105,0.878939,0.878851,0.834523
1Hz,15,DecisionTreeClassifier,0.966300,0.966300,0.966300,0.966300,0.932600,0.840000,133.907227,ExtraTreesClassifier,0.999302,0.999303,0.999302,0.999302,0.999246,0.965951,0.966016,0.965951,0.965957,0.953430
1Hz,15,DecisionTreeClassifier,0.895195,0.895202,0.895195,0.895195,0.790397,0.700000,133.907227,ExtraTreesClassifier,0.994625,0.994609,0.994625,0.994606,0.994195,0.892669,0.892767,0.892669,0.892491,0.853092
1Hz,15,DecisionTreeClassifier,0.926612,0.926613,0.926612,0.926612,0.853225,0.680000,133.907227,ExtraTreesClassifier,0.999248,0.999249,0.999248,0.999248,0.999187,0.926263,0.926544,0.926263,0.926338,0.899194
1Hz,15,DecisionTreeClassifier,0.935915,0.935922,0.935915,0.935915,0.871837,0.780000,133.907227,ExtraTreesClassifier,0.994116,0.994099,0.994116,0.994076,0.993650,0.933027,0.933170,0.933027,0.932996,0.908573
1Hz,15,DecisionTreeClassifier,0.938869,0.938869,0.938869,0.938869,0.877738,0.700000,133.907227,ExtraTreesClassifier,0.999147,0.999148,0.999147,0.999146,0.999075,0.938503,0.938655,0.938503,0.938469,0.915861
1Hz,15,DecisionTreeClassifier,0.911684,0.911713,0.911684,0.911683,0.823397,0.720000,133.907227,ExtraTreesClassifier,0.998559,0.998560,0.998559,0.998559,0.998445,0.911069,0.911134,0.911069,0.911001,0.878798
1Hz,15,DecisionTreeClassifier,0.923511,0.923529,0.923511,0.923511,0.847041,0.720000,133.907227,ExtraTreesClassifier,0.999572,0.999572,0.999572,0.999572,0.999536,0.923297,0.923650,0.923297,0.923356,0.895294
1Hz,15,DecisionTreeClassifier,0.971016,0.971016,0.971016,0.971016,0.942032,0.820000,133.907227,ExtraTreesClassifier,0.997430,0.997435,0.997430,0.997430,0.997219,0.969731,0.969717,0.969731,0.969702,0.958602
1Hz,15,DecisionTreeClassifier,0.959172,0.959172,0.959172,0.959172,0.918343,0.640000,133.907227,ExtraTreesClassifier,0.998395,0.998398,0.998395,0.998393,0.998266,0.958369,0.958360,0.958369,0.958283,0.943089
1Hz,15,DecisionTreeClassifier,0.891372,0.891380,0.891372,0.891371,0.782752,0.640000,133.907227,ExtraTreesClassifier,0.999571,0.999572,0.999571,0.999571,0.999536,0.891158,0.891851,0.891158,0.891285,0.851391
1Hz,15,DecisionTreeClassifier,0.936004,0.936005,0.936004,0.936004,0.872010,0.600000,133.907227,ExtraTreesClassifier,0.999145,0.999150,0.999145,0.999146,0.999074,0.935577,0.935802,0.935577,0.935561,0.911896
1Hz,15,DecisionTreeClassifier,0.931058,0.931058,0.931058,0.931058,0.862116,0.760000,133.907227,ExtraTreesClassifier,0.998721,0.998723,0.998721,0.998720,0.998606,0.930419,0.930430,0.930419,0.930302,0.904588
1Hz,15,DecisionTreeClassifier,0.928763,0.928763,0.928763,0.928763,0.857526,0.740000,133.907227,ExtraTreesClassifier,0.997746,0.997747,0.997746,0.997743,0.997564,0.927663,0.927736,0.927663,0.927567,0.901091
1Hz,15,DecisionTreeClassifier,0.921357,0.921358,0.921357,0.921357,0.842715,0.700000,133.907227,ExtraTreesClassifier,0.998285,0.998305,0.998285,0.998281,0.998149,0.920553,0.920583,0.920553,0.920391,0.891376
1Hz,15,DecisionTreeClassifier,0.932701,0.932701,0.932701,0.932701,0.865402,0.820000,133.907227,ExtraTreesClassifier,0.998814,0.998816,0.998814,0.998813,0.998716,0.932161,0.931816,0.932161,0.931866,0.907229
1Hz,15,DecisionTreeClassifier,0.868927,0.868937,0.868927,0.868926,0.737864,0.660000,133.907227,ExtraTreesClassifier,0.996219,0.996282,0.996219,0.996228,0.995924,0.867338,0.867234,0.867338,0.867043,0.818425
1Hz,15,DecisionTreeClassifier,0.914088,0.914088,0.914088,0.914087,0.828176,0.680000,133.907227,ExtraTreesClassifier,0.996514,0.996576,0.996514,0.996513,0.996207,0.912380,0.912596,0.912380,0.912339,0.879929
1Hz,15,DecisionTreeClassifier,0.965326,0.965327,0.965326,0.965326,0.930653,0.840000,133.907227,ExtraTreesClassifier,0.978129,0.978596,0.978129,0.978080,0.976350,0.954604,0.954746,0.954604,0.954524,0.937862
1Hz,15,DecisionTreeClassifier,0.909846,0.909846,0.909846,0.909846,0.819693,0.720000,133.907227,ExtraTreesClassifier,0.998387,0.998390,0.998387,0.998387,0.998258,0.909093,0.909603,0.909093,0.909061,0.875780
1Hz,15,DecisionTreeClassifier,0.903242,0.903243,0.903242,0.903242,0.806485,0.760000,133.907227,ExtraTreesClassifier,0.998409,0.998422,0.998409,0.998409,0.998284,0.902638,0.902663,0.902638,0.902600,0.866848
1Hz,15,DecisionTreeClassifier,0.900018,0.900018,0.900018,0.900018,0.800037,0.680000,133.907227,ExtraTreesClassifier,0.997257,0.997279,0.997257,0.997244,0.997031,0.898738,0.899139,0.898738,0.898699,0.861434
1Hz,15,DecisionTreeClassifier,0.895613,0.895620,0.895613,0.895613,0.791234,0.740000,133.907227,ExtraTreesClassifier,0.997229,0.997250,0.997229,0.997229,0.996998,0.894254,0.894751,0.894254,0.894397,0.855089
1Hz,15,DecisionTreeClassifier,0.911642,0.911642,0.911642,0.911642,0.823284,0.680000,133.907227,ExtraTreesClassifier,0.997748,0.997763,0.997748,0.997750,0.997569,0.910748,0.910222,0.910748,0.909895,0.878068
1Hz,15,DecisionTreeClassifier,0.903988,0.903993,0.903988,0.903987,0.807981,0.640000,133.907227,ExtraTreesClassifier,0.994955,0.994970,0.994955,0.994957,0.994548,0.901707,0.901921,0.901707,0.901267,0.865779
1Hz,15,DecisionTreeClassifier,0.911352,0.911352,0.911352,0.911352,0.822704,0.660000,133.907227,ExtraTreesClassifier,0.998767,0.998768,0.998767,0.998767,0.998668,0.910816,0.911026,0.910816,0.910820,0.878104
1Hz,30,DecisionTreeClassifier,0.958614,0.958614,0.958614,0.958614,0.917228,0.840000,133.907227,ExtraTreesClassifier,0.994915,0.995027,0.994915,0.994937,0.994427,0.956131,0.956253,0.956131,0.956029,0.939717
1Hz,30,DecisionTreeClassifier,0.903116,0.903126,0.903116,0.903115,0.806241,0.740000,133.907227,RandomForestClassifier,0.999317,0.999317,0.999317,0.999316,0.999261,0.902802,0.902684,0.902802,0.902179,0.866858
1Hz,30,DecisionTreeClassifier,0.951314,0.951314,0.951314,0.951314,0.902627,0.740000,133.907227,ExtraTreesClassifier,0.999142,0.999156,0.999142,0.999144,0.999074,0.950885,0.950957,0.950885,0.950844,0.932851
1Hz,30,DecisionTreeClassifier,0.939276,0.939278,0.939276,0.939276,0.878554,0.660000,133.907227,ExtraTreesClassifier,0.996470,0.996537,0.996470,0.996465,0.996176,0.937568,0.937555,0.937568,0.937476,0.914584
1Hz,30,DecisionTreeClassifier,0.965912,0.965912,0.965912,0.965912,0.931824,0.760000,133.907227,ExtraTreesClassifier,0.998823,0.998825,0.998823,0.998823,0.998729,0.965323,0.965325,0.965323,0.965298,0.952602
1Hz,30,DecisionTreeClassifier,0.933387,0.933387,0.933387,0.933387,0.866774,0.720000,133.907227,ExtraTreesClassifier,0.998312,0.998317,0.998312,0.998311,0.998170,0.932704,0.932719,0.932704,0.932686,0.907865
1Hz,30,DecisionTreeClassifier,0.902964,0.902968,0.902964,0.902963,0.805932,0.700000,133.907227,ExtraTreesClassifier,0.998784,0.998787,0.998784,0.998784,0.998688,0.902390,0.902410,0.902390,0.902236,0.866441
1Hz,30,DecisionTreeClassifier,0.973196,0.973198,0.973196,0.973196,0.946393,0.860000,133.907227,ExtraTreesClassifier,0.999195,0.999196,0.999195,0.999195,0.999129,0.972793,0.972818,0.972793,0.972779,0.962816
1Hz,30,DecisionTreeClassifier,0.910781,0.910784,0.910781,0.910781,0.821566,0.680000,133.907227,ExtraTreesClassifier,0.996238,0.996239,0.996238,0.996237,0.995936,0.908954,0.909173,0.908954,0.908892,0.875438
1Hz,30,DecisionTreeClassifier,0.943791,0.943791,0.943791,0.943791,0.887583,0.660000,133.907227,ExtraTreesClassifier,0.999302,0.999302,0.999302,0.999302,0.999245,0.943469,0.943447,0.943469,0.943442,0.922687
1Hz,30,DecisionTreeClassifier,0.953247,0.953247,0.953247,0.953247,0.906494,0.720000,133.907227,ExtraTreesClassifier,0.994437,0.994541,0.994437,0.994473,0.993994,0.950519,0.950573,0.950519,0.950493,0.932345
1Hz,30,DecisionTreeClassifier,0.950088,0.950088,0.950088,0.950088,0.900176,0.600000,133.907227,ExtraTreesClassifier,0.999509,0.999509,0.999509,0.999509,0.999468,0.949863,0.949954,0.949863,0.949873,0.931375
1Hz,30,DecisionTreeClassifier,0.930261,0.930262,0.930261,0.930261,0.860523,0.700000,133.907227,ExtraTreesClassifier,0.999367,0.999368,0.999367,0.999367,0.999317,0.929945,0.930078,0.929945,0.929935,0.904230
1Hz,30,DecisionTreeClassifier,0.939950,0.939952,0.939950,0.939950,0.879902,0.720000,133.907227,ExtraTreesClassifier,0.999679,0.999679,0.999679,0.999679,0.999652,0.939789,0.939937,0.939789,0.939821,0.917561
1Hz,30,DecisionTreeClassifier,0.980367,0.980367,0.980367,0.980367,0.960734,0.820000,133.907227,ExtraTreesClassifier,0.999114,0.999117,0.999114,0.999114,0.999041,0.979924,0.979918,0.979924,0.979902,0.972535
1Hz,30,DecisionTreeClassifier,0.968215,0.968215,0.968215,0.968215,0.936430,0.200000,133.907227,ExtraTreesClassifier,0.999037,0.999041,0.999037,0.999036,0.998960,0.967733,0.967694,0.967733,0.967628,0.955895
1Hz,30,DecisionTreeClassifier,0.903055,0.903055,0.903055,0.903055,0.806109,0.600000,133.907227,ExtraTreesClassifier,0.999786,0.999786,0.999786,0.999786,0.999768,0.902947,0.903216,0.902947,0.902933,0.867306
1Hz,30,DecisionTreeClassifier,0.959882,0.959883,0.959882,0.959882,0.919765,0.740000,133.907227,ExtraTreesClassifier,0.998825,0.998828,0.998825,0.998825,0.998727,0.959348,0.959359,0.959348,0.959288,0.944367
1Hz,30,DecisionTreeClassifier,0.945565,0.945565,0.945565,0.945565,0.891129,0.720000,133.907227,ExtraTreesClassifier,0.999607,0.999608,0.999607,0.999607,0.999571,0.945368,0.945544,0.945368,0.945363,0.925103
1Hz,30,DecisionTreeClassifier,0.944298,0.944298,0.944298,0.944298,0.888597,0.740000,133.907227,ExtraTreesClassifier,0.998336,0.998339,0.998336,0.998336,0.998202,0.943520,0.943669,0.943520,0.943490,0.922783
1Hz,30,DecisionTreeClassifier,0.938565,0.938566,0.938565,0.938565,0.877131,0.720000,133.907227,ExtraTreesClassifier,0.999035,0.999038,0.999035,0.999034,0.998958,0.938137,0.938189,0.938137,0.938095,0.915446
1Hz,30,DecisionTreeClassifier,0.941868,0.941868,0.941868,0.941868,0.883736,0.800000,133.907227,ExtraTreesClassifier,0.998706,0.998712,0.998706,0.998705,0.998600,0.941221,0.941132,0.941221,0.941150,0.919584
1Hz,30,DecisionTreeClassifier,0.894802,0.894811,0.894802,0.894802,0.789613,0.660000,133.907227,ExtraTreesClassifier,0.998275,0.998277,0.998275,0.998275,0.998139,0.894004,0.894093,0.894004,0.893849,0.855385
1Hz,30,DecisionTreeClassifier,0.930006,0.930015,0.930006,0.930006,0.860021,0.700000,133.907227,ExtraTreesClassifier,0.999136,0.999140,0.999136,0.999136,0.999059,0.929610,0.930257,0.929610,0.929730,0.903652
1Hz,30,DecisionTreeClassifier,0.969914,0.969914,0.969914,0.969914,0.939827,0.780000,133.907227,ExtraTreesClassifier,0.987517,0.987662,0.987517,0.987492,0.986491,0.963779,0.963775,0.963779,0.963735,0.950446
1Hz,30,DecisionTreeClassifier,0.927377,0.927377,0.927377,0.927377,0.854754,0.740000,133.907227,ExtraTreesClassifier,0.999193,0.999194,0.999193,0.999193,0.999129,0.927000,0.927365,0.927000,0.926968,0.900250
1Hz,30,DecisionTreeClassifier,0.923729,0.923729,0.923729,0.923729,0.847458,0.740000,133.907227,ExtraTreesClassifier,0.998958,0.998961,0.998958,0.998958,0.998875,0.923263,0.923270,0.923263,0.923238,0.895105
1Hz,30,DecisionTreeClassifier,0.904498,0.904499,0.904498,0.904498,0.808996,0.720000,133.907227,ExtraTreesClassifier,0.998294,0.998291,0.998294,0.998277,0.998152,0.903645,0.904070,0.903645,0.903606,0.868221
1Hz,30,DecisionTreeClassifier,0.924082,0.924083,0.924082,0.924082,0.848165,0.700000,133.907227,ExtraTreesClassifier,0.999163,0.999165,0.999163,0.999164,0.999093,0.923716,0.924185,0.923716,0.923825,0.895631
1Hz,30,DecisionTreeClassifier,0.931140,0.931140,0.931140,0.931140,0.862280,0.700000,133.907227,ExtraTreesClassifier,0.998820,0.998823,0.998820,0.998821,0.998727,0.930586,0.930498,0.930586,0.930245,0.905096
1Hz,30,DecisionTreeClassifier,0.923952,0.923953,0.923952,0.923952,0.847905,0.700000,133.907227,ExtraTreesClassifier,0.995599,0.995614,0.995599,0.995600,0.995244,0.921940,0.922029,0.921940,0.921453,0.893244
1Hz,30,DecisionTreeClassifier,0.935577,0.935577,0.935577,0.935577,0.871155,0.640000,133.907227,ExtraTreesClassifier,0.999089,0.999089,0.999089,0.999088,0.999015,0.935175,0.935381,0.935175,0.935194,0.911384
1Hz,45,DecisionTreeClassifier,0.964467,0.964467,0.964467,0.964467,0.928935,0.760000,133.907227,ExtraTreesClassifier,0.996453,0.996460,0.996453,0.996454,0.996105,0.962753,0.962952,0.962753,0.962733,0.948829
1Hz,45,DecisionTreeClassifier,0.912029,0.912042,0.912029,0.912029,0.824072,0.740000,133.907227,ExtraTreesClassifier,0.999544,0.999545,0.999544,0.999544,0.999507,0.911802,0.911869,0.911802,0.911448,0.879163
1Hz,45,DecisionTreeClassifier,0.960429,0.960429,0.960429,0.960429,0.920858,0.320000,133.907227,RandomForestClassifier,0.999678,0.999678,0.999678,0.999678,0.999653,0.960268,0.960272,0.960268,0.960224,0.945687
1Hz,45,DecisionTreeClassifier,0.949268,0.949269,0.949268,0.949268,0.898538,0.660000,133.907227,ExtraTreesClassifier,0.997779,0.997798,0.997779,0.997776,0.997592,0.948158,0.948316,0.948158,0.948199,0.928980
1Hz,45,DecisionTreeClassifier,0.975009,0.975010,0.975009,0.975009,0.950019,0.800000,133.907227,ExtraTreesClassifier,0.999411,0.999412,0.999411,0.999411,0.999364,0.974715,0.974806,0.974715,0.974700,0.965434
1Hz,45,DecisionTreeClassifier,0.944226,0.944228,0.944226,0.944226,0.888454,0.740000,133.907227,ExtraTreesClassifier,0.998786,0.998787,0.998786,0.998782,0.998684,0.943660,0.943745,0.943660,0.943613,0.922941
1Hz,45,DecisionTreeClassifier,0.914463,0.914464,0.914463,0.914463,0.828927,0.700000,133.907227,ExtraTreesClassifier,0.998992,0.998995,0.998992,0.998993,0.998912,0.913960,0.913905,0.913960,0.913859,0.882367
1Hz,45,DecisionTreeClassifier,0.975986,0.975989,0.975986,0.975986,0.951975,0.880000,133.907227,ExtraTreesClassifier,0.999678,0.999678,0.999678,0.999678,0.999652,0.975825,0.975831,0.975825,0.975798,0.966914
1Hz,45,DecisionTreeClassifier,0.934215,0.934215,0.934215,0.934215,0.868430,0.520000,133.907227,ExtraTreesClassifier,0.997313,0.997389,0.997313,0.997331,0.997099,0.932925,0.933113,0.932925,0.932860,0.908313
1Hz,45,DecisionTreeClassifier,0.957105,0.957105,0.957105,0.957105,0.914211,0.720000,133.907227,ExtraTreesClassifier,0.999463,0.999464,0.999463,0.999463,0.999419,0.956864,0.956904,0.956864,0.956866,0.940993
1Hz,45,DecisionTreeClassifier,0.962983,0.962983,0.962983,0.962983,0.925966,0.720000,133.907227,ExtraTreesClassifier,0.995400,0.995404,0.995400,0.995390,0.995033,0.960736,0.960756,0.960736,0.960715,0.946339
1Hz,45,DecisionTreeClassifier,0.957405,0.957405,0.957405,0.957405,0.914809,0.560000,133.907227,ExtraTreesClassifier,0.999464,0.999465,0.999464,0.999465,0.999419,0.957158,0.957218,0.957158,0.957139,0.941362
1Hz,45,DecisionTreeClassifier,0.938117,0.938117,0.938117,0.938117,0.876235,0.760000,133.907227,ExtraTreesClassifier,0.999438,0.999438,0.999438,0.999438,0.999393,0.937836,0.937926,0.937836,0.937846,0.915052
1Hz,45,DecisionTreeClassifier,0.950203,0.950204,0.950203,0.950203,0.900407,0.720000,133.907227,ExtraTreesClassifier,0.999679,0.999679,0.999679,0.999679,0.999652,0.950070,0.950286,0.950070,0.950134,0.931707
1Hz,45,DecisionTreeClassifier,0.982849,0.982856,0.982849,0.982849,0.965705,0.100000,133.907227,ExtraTreesClassifier,0.999468,0.999470,0.999468,0.999468,0.999424,0.982583,0.982579,0.982583,0.982556,0.976147
1Hz,45,DecisionTreeClassifier,0.971211,0.971211,0.971211,0.971211,0.942423,0.200000,133.907227,ExtraTreesClassifier,0.998609,0.998612,0.998609,0.998607,0.998498,0.970516,0.970441,0.970516,0.970424,0.959695
1Hz,45,DecisionTreeClassifier,0.915702,0.915703,0.915702,0.915702,0.831405,0.660000,133.907227,ExtraTreesClassifier,0.999678,0.999680,0.999678,0.999679,0.999652,0.915648,0.915688,0.915648,0.915621,0.884601
1Hz,45,DecisionTreeClassifier,0.963462,0.963462,0.963462,0.963462,0.926923,0.640000,133.907227,ExtraTreesClassifier,0.999145,0.999149,0.999145,0.999145,0.999074,0.963034,0.963024,0.963034,0.962983,0.949412
1Hz,45,DecisionTreeClassifier,0.958104,0.958104,0.958104,0.958104,0.916208,0.740000,133.907227,ExtraTreesClassifier,0.999705,0.999705,0.999705,0.999705,0.999678,0.957956,0.958310,0.957956,0.958031,0.942350
1Hz,45,DecisionTreeClassifier,0.954816,0.954816,0.954816,0.954816,0.909632,0.780000,133.907227,ExtraTreesClassifier,0.999088,0.999087,0.999088,0.999087,0.999014,0.954414,0.954432,0.954414,0.954379,0.937663
