sample_rate,window_minutes,binary_model,binary_accuracy,binary_precision,binary_recall,binary_f1,binary_mcc,binary_threshold,binary_size_kb,multiclass_model,multiclass_accuracy,multiclass_precision,multiclass_recall,multiclass_f1,multiclass_mcc,combined_accuracy,combined_precision,combined_recall,combined_f1,combined_mcc
2Hz,120,DecisionTreeClassifier,0.968195,0.968195,0.968195,0.968195,0.936390,0.740000,133.907227,ExtraTreesClassifier,0.999144,0.999146,0.999144,0.999143,0.999076,0.967794,0.967968,0.967794,0.967832,0.955986
2Hz,120,DecisionTreeClassifier,0.980012,0.980012,0.980012,0.980012,0.960024,0.800000,133.907227,ExtraTreesClassifier,0.999518,0.999519,0.999518,0.999518,0.999480,0.979771,0.979819,0.979771,0.979784,0.972352
2Hz,120,DecisionTreeClassifier,0.990376,0.990378,0.990376,0.990376,0.980754,0.100000,133.907227,ExtraTreesClassifier,0.999785,0.999785,0.999785,0.999785,0.999767,0.990269,0.990275,0.990269,0.990267,0.986683
2Hz,135,DecisionTreeClassifier,0.975565,0.975566,0.975565,0.975565,0.951131,0.880000,133.907227,ExtraTreesClassifier,0.999408,0.999409,0.999408,0.999408,0.999351,0.975269,0.975330,0.975269,0.975272,0.966048
2Hz,135,DecisionTreeClassifier,0.982259,0.982260,0.982259,0.982259,0.964519,0.840000,133.907227,ExtraTreesClassifier,0.999757,0.999757,0.999757,0.999756,0.999734,0.982137,0.982149,0.982137,0.982130,0.975507
2Hz,135,DecisionTreeClassifier,0.952424,0.952425,0.952424,0.952424,0.904849,0.820000,133.907227,ExtraTreesClassifier,0.999732,0.999732,0.999732,0.999732,0.999711,0.952290,0.952401,0.952290,0.952287,0.934798
2Hz,135,DecisionTreeClassifier,0.980172,0.980172,0.980172,0.980172,0.960344,0.820000,133.907227,ExtraTreesClassifier,0.999410,0.999411,0.999410,0.999410,0.999362,0.979877,0.979948,0.979877,0.979887,0.972493
2Hz,135,DecisionTreeClassifier,0.992258,0.992259,0.992258,0.992258,0.984517,0.100000,133.907227,ExtraTreesClassifier,0.999387,0.999388,0.999387,0.999387,0.999334,0.991952,0.991952,0.991952,0.991945,0.988977
2Hz,135,DecisionTreeClassifier,0.990600,0.990601,0.990600,0.990600,0.981201,0.100000,133.907227,ExtraTreesClassifier,0.999678,0.999678,0.999678,0.999678,0.999649,0.990439,0.990451,0.990439,0.990435,0.986888
2Hz,135,DecisionTreeClassifier,0.991266,0.991266,0.991266,0.991266,0.982532,0.100000,133.907227,ExtraTreesClassifier,0.999678,0.999679,0.999678,0.999678,0.999653,0.991105,0.991138,0.991105,0.991111,0.987836
2Hz,135,DecisionTreeClassifier,0.996950,0.996957,0.996950,0.996950,0.993907,0.100000,133.907227,ExtraTreesClassifier,0.999625,0.999626,0.999625,0.999625,0.999595,0.996762,0.996769,0.996762,0.996761,0.995571
2Hz,135,DecisionTreeClassifier,0.991405,0.991405,0.991405,0.991405,0.982811,0.760000,133.907227,ExtraTreesClassifier,0.999569,0.999569,0.999569,0.999569,0.999534,0.991190,0.991217,0.991190,0.991191,0.987949
2Hz,135,DecisionTreeClassifier,0.980769,0.980769,0.980769,0.980769,0.961538,0.720000,133.907227,ExtraTreesClassifier,0.999276,0.999276,0.999276,0.999275,0.999211,0.980407,0.980411,0.980407,0.980400,0.973142
2Hz,135,DecisionTreeClassifier,0.972328,0.972328,0.972328,0.972328,0.944657,0.700000,133.907227,ExtraTreesClassifier,0.999058,0.999058,0.999058,0.999058,0.998973,0.971857,0.972017,0.971857,0.971897,0.961422
2Hz,135,DecisionTreeClassifier,0.996760,0.996772,0.996760,0.996760,0.993532,0.100000,133.907227,ExtraTreesClassifier,0.999411,0.999411,0.999411,0.999411,0.999364,0.996466,0.996475,0.996466,0.996464,0.995166
2Hz,135,DecisionTreeClassifier,0.966308,0.966308,0.966308,0.966308,0.932616,0.580000,133.907227,ExtraTreesClassifier,0.999732,0.999733,0.999732,0.999732,0.999711,0.966174,0.966280,0.966174,0.966185,0.953762
2Hz,135,DecisionTreeClassifier,0.996768,0.996771,0.996768,0.996768,0.993539,0.100000,133.907227,ExtraTreesClassifier,0.999785,0.999785,0.999785,0.999784,0.999767,0.996660,0.996666,0.996660,0.996659,0.995429
2Hz,135,DecisionTreeClassifier,0.953892,0.953892,0.953892,0.953892,0.907784,0.520000,133.907227,ExtraTreesClassifier,0.999624,0.999625,0.999624,0.999624,0.999594,0.953704,0.953788,0.953704,0.953671,0.936700
2Hz,135,DecisionTreeClassifier,0.976298,0.976298,0.976298,0.976298,0.952596,0.660000,133.907227,ExtraTreesClassifier,0.999893,0.999893,0.999893,0.999893,0.999884,0.976244,0.976277,0.976244,0.976241,0.967523
2Hz,135,DecisionTreeClassifier,0.997414,0.997424,0.997414,0.997414,0.994837,0.100000,133.907227,ExtraTreesClassifier,0.999731,0.999732,0.999731,0.999731,0.999708,0.997279,0.997284,0.997279,0.997269,0.996277
2Hz,135,DecisionTreeClassifier,0.974618,0.974619,0.974618,0.974618,0.949237,0.860000,133.907227,ExtraTreesClassifier,0.999304,0.999304,0.999304,0.999304,0.999248,0.974270,0.974334,0.974270,0.974283,0.964832
2Hz,135,DecisionTreeClassifier,0.989010,0.989010,0.989010,0.989010,0.978021,0.120000,133.907227,ExtraTreesClassifier,0.999569,0.999569,0.999569,0.999569,0.999534,0.988795,0.988813,0.988795,0.988799,0.984673
2Hz,135,DecisionTreeClassifier,0.998677,0.998680,0.998677,0.998677,0.997357,0.100000,71.407227,ExtraTreesClassifier,0.999905,0.999906,0.999905,0.999905,0.999892,0.998629,0.998633,0.998629,0.998628,0.998094
2Hz,135,DecisionTreeClassifier,0.994841,0.994847,0.994841,0.994841,0.989688,0.100000,133.907227,ExtraTreesClassifier,0.999544,0.999545,0.999544,0.999544,0.999506,0.994613,0.994614,0.994613,0.994604,0.992625
2Hz,135,DecisionTreeClassifier,0.995209,0.995212,0.995209,0.995209,0.990421,0.100000,133.907227,ExtraTreesClassifier,0.999251,0.999251,0.999251,0.999251,0.999191,0.994834,0.994852,0.994834,0.994836,0.992934
2Hz,135,DecisionTreeClassifier,0.966788,0.966788,0.966788,0.966788,0.933576,0.780000,133.907227,ExtraTreesClassifier,0.999371,0.999372,0.999371,0.999371,0.999321,0.966487,0.966573,0.966487,0.966493,0.954199
2Hz,135,DecisionTreeClassifier,0.989012,0.989012,0.989012,0.989012,0.978025,0.820000,133.907227,ExtraTreesClassifier,0.999892,0.999892,0.999892,0.999892,0.999883,0.988958,0.988978,0.988958,0.988955,0.984896
2Hz,135,DecisionTreeClassifier,0.982768,0.982768,0.982768,0.982768,0.965536,0.260000,133.907227,ExtraTreesClassifier,0.999734,0.999734,0.999734,0.999734,0.999712,0.982635,0.982667,0.982635,0.982643,0.976237
2Hz,135,DecisionTreeClassifier,0.979104,0.979913,0.979104,0.979096,0.959017,0.100000,133.907227,ExtraTreesClassifier,0.999254,0.999264,0.999254,0.999256,0.998784,0.978731,0.979508,0.978731,0.978693,0.967605
2Hz,135,DecisionTreeClassifier,0.989277,0.989277,0.989277,0.989277,0.978554,0.900000,133.907227,ExtraTreesClassifier,0.999799,0.999799,0.999799,0.999799,0.999781,0.989176,0.989190,0.989176,0.989161,0.985174
2Hz,135,DecisionTreeClassifier,0.986800,0.986800,0.986800,0.986800,0.973600,0.560000,133.907227,ExtraTreesClassifier,0.998929,0.998932,0.998929,0.998929,0.998843,0.986264,0.986274,0.986264,0.986257,0.981221
2Hz,135,DecisionTreeClassifier,0.934849,0.934851,0.934849,0.934849,0.869700,0.780000,133.907227,ExtraTreesClassifier,0.999357,0.999357,0.999357,0.999357,0.999304,0.934527,0.934776,0.934527,0.934578,0.910395
2Hz,135,DecisionTreeClassifier,0.979767,0.979767,0.979767,0.979767,0.959534,0.260000,133.907227,ExtraTreesClassifier,0.999679,0.999680,0.999679,0.999679,0.999653,0.979607,0.979626,0.979607,0.979603,0.972094
2Hz,135,DecisionTreeClassifier,0.979996,0.979996,0.979996,0.979996,0.959992,0.440000,133.907227,ExtraTreesClassifier,0.999705,0.999705,0.999705,0.999705,0.999678,0.979848,0.979941,0.979848,0.979865,0.972370
2Hz,135,DecisionTreeClassifier,0.990140,0.990140,0.990140,0.990140,0.980279,0.300000,133.907227,ExtraTreesClassifier,0.999784,0.999785,0.999784,0.999785,0.999767,0.990032,0.990038,0.990032,0.990026,0.986365
2Hz,135,DecisionTreeClassifier,0.993150,0.993159,0.993150,0.993150,0.986308,0.100000,133.907227,ExtraTreesClassifier,0.998716,0.998728,0.998716,0.998718,0.998613,0.992507,0.992518,0.992507,0.992501,0.989747
2Hz,135,DecisionTreeClassifier,0.974962,0.974962,0.974962,0.974962,0.949925,0.800000,133.907227,ExtraTreesClassifier,0.999623,0.999624,0.999623,0.999624,0.999593,0.974774,0.974806,0.974774,0.974771,0.965494
2Hz,135,DecisionTreeClassifier,0.996521,0.996527,0.996521,0.996521,0.993048,0.100000,133.907227,ExtraTreesClassifier,0.999679,0.999679,0.999679,0.999679,0.999653,0.996361,0.996365,0.996361,0.996356,0.995021
2Hz,135,DecisionTreeClassifier,0.977551,0.977551,0.977551,0.977551,0.955102,0.860000,133.907227,ExtraTreesClassifier,0.999460,0.999461,0.999460,0.999461,0.999416,0.977281,0.977322,0.977281,0.977291,0.968919
2Hz,135,DecisionTreeClassifier,0.954001,0.954001,0.954001,0.954001,0.908002,0.540000,133.907227,ExtraTreesClassifier,0.999791,0.999791,0.999791,0.999791,0.999773,0.953896,0.954234,0.953896,0.953907,0.936907
2Hz,135,DecisionTreeClassifier,0.987134,0.987134,0.987134,0.987134,0.974268,0.200000,133.907227,ExtraTreesClassifier,0.999654,0.999654,0.999654,0.999654,0.999622,0.986961,0.986963,0.986961,0.986955,0.982122
2Hz,135,DecisionTreeClassifier,0.990844,0.990844,0.990844,0.990844,0.981687,0.300000,133.907227,ExtraTreesClassifier,0.999668,0.999668,0.999668,0.999668,0.999639,0.990677,0.990687,0.990677,0.990676,0.987230
2Hz,135,DecisionTreeClassifier,0.959416,0.959416,0.959416,0.959416,0.918832,0.660000,133.907227,ExtraTreesClassifier,0.999726,0.999727,0.999726,0.999726,0.999701,0.959279,0.959372,0.959279,0.959288,0.944141
2Hz,135,DecisionTreeClassifier,0.982328,0.982330,0.982328,0.982328,0.964658,0.860000,133.907227,ExtraTreesClassifier,0.995141,0.995281,0.995141,0.995144,0.994747,0.979899,0.979995,0.979899,0.979901,0.972515
2Hz,135,DecisionTreeClassifier,0.972671,0.972671,0.972671,0.972671,0.945342,0.880000,133.907227,ExtraTreesClassifier,0.999785,0.999785,0.999785,0.999785,0.999767,0.972563,0.972658,0.972563,0.972583,0.962478
2Hz,135,DecisionTreeClassifier,0.995589,0.995589,0.995589,0.995589,0.991178,0.100000,133.907227,ExtraTreesClassifier,0.999247,0.999248,0.999247,0.999247,0.999186,0.995212,0.995220,0.995212,0.995213,0.993453
2Hz,135,DecisionTreeClassifier,0.981590,0.981590,0.981590,0.981590,0.963180,0.240000,133.907227,ExtraTreesClassifier,0.999892,0.999893,0.999892,0.999893,0.999884,0.981536,0.981574,0.981536,0.981538,0.974756
2Hz,135,DecisionTreeClassifier,0.965397,0.965397,0.965397,0.965397,0.930795,0.740000,133.907227,ExtraTreesClassifier,0.999159,0.999160,0.999159,0.999159,0.999086,0.965005,0.965208,0.965005,0.965062,0.952072
2Hz,135,DecisionTreeClassifier,0.976661,0.976661,0.976661,0.976661,0.953323,0.360000,133.907227,ExtraTreesClassifier,0.999216,0.999214,0.999216,0.999210,0.999151,0.976269,0.976338,0.976269,0.976281,0.967534
2Hz,135,DecisionTreeClassifier,0.950819,0.950819,0.950819,0.950819,0.901638,0.620000,133.907227,ExtraTreesClassifier,0.999599,0.999599,0.999599,0.999599,0.999564,0.950619,0.950922,0.950619,0.950676,0.932377
2Hz,135,DecisionTreeClassifier,0.992923,0.992928,0.992923,0.992923,0.985852,0.100000,133.907227,ExtraTreesClassifier,0.999894,0.999894,0.999894,0.999894,0.999885,0.992870,0.992889,0.992870,0.992869,0.990237
2Hz,135,DecisionTreeClassifier,0.979701,0.979701,0.979701,0.979701,0.959403,0.740000,133.907227,ExtraTreesClassifier,0.999742,0.999742,0.999742,0.999742,0.999720,0.979572,0.979601,0.979572,0.979568,0.972039
2Hz,135,DecisionTreeClassifier,0.997669,0.997675,0.997669,0.997669,0.995345,0.100000,133.907227,ExtraTreesClassifier,0.999571,0.999573,0.999571,0.999572,0.999537,0.997455,0.997460,0.997455,0.997452,0.996520
2Hz,135,DecisionTreeClassifier,0.976478,0.976478,0.976478,0.976478,0.952956,0.780000,133.907227,ExtraTreesClassifier,0.999651,0.999651,0.999651,0.999651,0.999623,0.976304,0.976387,0.976304,0.976320,0.967612
2Hz,135,DecisionTreeClassifier,0.991966,0.991970,0.991966,0.991966,0.983936,0.100000,133.907227,ExtraTreesClassifier,0.997466,0.997472,0.997466,0.997466,0.997258,0.990699,0.990699,0.990699,0.990689,0.987267
2Hz,135,DecisionTreeClassifier,0.976220,0.976220,0.976220,0.976220,0.952440,0.740000,133.907227,ExtraTreesClassifier,0.999305,0.999307,0.999305,0.999305,0.999249,0.975926,0.975971,0.975926,0.975927,0.967088
2Hz,135,DecisionTreeClassifier,0.980627,0.980627,0.980627,0.980627,0.961254,0.700000,133.907227,ExtraTreesClassifier,0.999411,0.999412,0.999411,0.999411,0.999364,0.980333,0.980337,0.980333,0.980329,0.973117
2Hz,135,DecisionTreeClassifier,0.993172,0.993180,0.993172,0.993172,0.986352,0.100000,133.907227,ExtraTreesClassifier,0.999731,0.999731,0.999731,0.999731,0.999709,0.993038,0.993046,0.993038,0.993031,0.990469
2Hz,150,DecisionTreeClassifier,0.977192,0.977193,0.977192,0.977192,0.954385,0.880000,133.907227,ExtraTreesClassifier,0.999586,0.999586,0.999586,0.999586,0.999546,0.976985,0.977010,0.976985,0.976979,0.968376
2Hz,150,DecisionTreeClassifier,0.983598,0.983598,0.983598,0.983598,0.967196,0.900000,133.907227,ExtraTreesClassifier,0.999878,0.999878,0.999878,0.999878,0.999867,0.983537,0.983552,0.983537,0.983526,0.977423
2Hz,150,DecisionTreeClassifier,0.962229,0.962229,0.962229,0.962229,0.924458,0.860000,133.907227,ExtraTreesClassifier,0.999839,0.999840,0.999839,0.999839,0.999826,0.962148,0.962238,0.962148,0.962163,0.948251
2Hz,150,DecisionTreeClassifier,0.986880,0.986880,0.986880,0.986880,0.973759,0.820000,133.907227,ExtraTreesClassifier,0.999785,0.999786,0.999785,0.999785,0.999768,0.986772,0.986801,0.986772,0.986777,0.981917
2Hz,150,DecisionTreeClassifier,0.993740,0.993744,0.993740,0.993740,0.987484,0.100000,133.907227,ExtraTreesClassifier,0.999744,0.999745,0.999744,0.999745,0.999723,0.993612,0.993615,0.993612,0.993605,0.991248
2Hz,150,DecisionTreeClassifier,0.987123,0.987123,0.987123,0.987123,0.974247,0.320000,133.907227,RandomForestClassifier,0.999742,0.999743,0.999742,0.999742,0.999719,0.986995,0.987002,0.986995,0.986995,0.982172
2Hz,150,DecisionTreeClassifier,0.989149,0.989149,0.989149,0.989149,0.978298,0.760000,133.907227,ExtraTreesClassifier,0.999518,0.999518,0.999518,0.999518,0.999479,0.988908,0.988925,0.988908,0.988911,0.984836
2Hz,150,DecisionTreeClassifier,0.996950,0.996952,0.996950,0.996950,0.993902,0.100000,133.907227,ExtraTreesClassifier,0.999786,0.999786,0.999786,0.999786,0.999769,0.996843,0.996846,0.996843,0.996842,0.995681
2Hz,150,DecisionTreeClassifier,0.993372,0.993374,0.993372,0.993372,0.986746,0.100000,133.907227,ExtraTreesClassifier,0.999838,0.999838,0.999838,0.999838,0.999825,0.993291,0.993292,0.993291,0.993287,0.990818
2Hz,150,DecisionTreeClassifier,0.979686,0.979686,0.979686,0.979686,0.959372,0.720000,133.907227,ExtraTreesClassifier,0.999477,0.999477,0.999477,0.999477,0.999430,0.979459,0.979464,0.979459,0.979447,0.971840
2Hz,150,DecisionTreeClassifier,0.980164,0.980164,0.980164,0.980164,0.960327,0.680000,133.907227,ExtraTreesClassifier,0.998859,0.998861,0.998859,0.998859,0.998758,0.979618,0.979748,0.979618,0.979634,0.972067
2Hz,150,DecisionTreeClassifier,0.997671,0.997678,0.997671,0.997671,0.995349,0.100000,133.907227,ExtraTreesClassifier,0.999732,0.999732,0.999732,0.999732,0.999711,0.997537,0.997542,0.997537,0.997533,0.996632
2Hz,150,DecisionTreeClassifier,0.967914,0.967914,0.967914,0.967914,0.935827,0.460000,133.907227,ExtraTreesClassifier,0.999572,0.999572,0.999572,0.999572,0.999538,0.967700,0.967757,0.967700,0.967671,0.955849
2Hz,150,DecisionTreeClassifier,0.995825,0.995829,0.995825,0.995825,0.991654,0.100000,133.907227,ExtraTreesClassifier,0.999407,0.999408,0.999407,0.999407,0.999359,0.995528,0.995535,0.995528,0.995528,0.993880
2Hz,150,DecisionTreeClassifier,0.965281,0.965281,0.965281,0.965281,0.930563,0.520000,133.907227,ExtraTreesClassifier,0.999437,0.999437,0.999437,0.999436,0.999391,0.965000,0.965018,0.965000,0.964997,0.952152
2Hz,150,DecisionTreeClassifier,0.980797,0.980797,0.980797,0.980797,0.961594,0.720000,133.907227,ExtraTreesClassifier,0.999625,0.999626,0.999625,0.999625,0.999595,0.980610,0.980637,0.980610,0.980604,0.973483
2Hz,150,DecisionTreeClassifier,0.996982,0.996997,0.996982,0.996982,0.993979,0.100000,133.907227,ExtraTreesClassifier,0.999784,0.999786,0.999784,0.999785,0.999767,0.996875,0.996884,0.996875,0.996864,0.995725
2Hz,150,DecisionTreeClassifier,0.972102,0.972102,0.972102,0.972102,0.944203,0.840000,133.907227,ExtraTreesClassifier,0.999304,0.999308,0.999304,0.999304,0.999248,0.971754,0.971818,0.971754,0.971760,0.961388
2Hz,150,DecisionTreeClassifier,0.992404,0.992404,0.992404,0.992404,0.984809,0.120000,133.907227,ExtraTreesClassifier,0.999515,0.999516,0.999515,0.999513,0.999475,0.992162,0.992174,0.992162,0.992164,0.989277
2Hz,150,DecisionTreeClassifier,0.998977,0.998979,0.998977,0.998977,0.997956,0.100000,49.679688,RandomForestClassifier,0.999805,0.999805,0.999805,0.999805,0.999777,0.998880,0.998882,0.998880,0.998879,0.998440
2Hz,150,DecisionTreeClassifier,0.995782,0.995796,0.995782,0.995782,0.991577,0.100000,133.907227,ExtraTreesClassifier,0.999829,0.999829,0.999829,0.999829,0.999815,0.995696,0.995710,0.995696,0.995683,0.994110
2Hz,150,DecisionTreeClassifier,0.995610,0.995617,0.995610,0.995610,0.991227,0.100000,133.907227,ExtraTreesClassifier,0.999518,0.999519,0.999518,0.999518,0.999480,0.995369,0.995374,0.995369,0.995366,0.993666
2Hz,150,DecisionTreeClassifier,0.968006,0.968007,0.968006,0.968006,0.936013,0.820000,133.907227,ExtraTreesClassifier,0.999450,0.999450,0.999450,0.999450,0.999406,0.967731,0.967788,0.967731,0.967723,0.955897
2Hz,150,DecisionTreeClassifier,0.993737,0.993739,0.993737,0.993737,0.987476,0.100000,133.907227,ExtraTreesClassifier,0.999676,0.999676,0.999676,0.999676,0.999649,0.993575,0.993568,0.993575,0.993556,0.991206
2Hz,150,DecisionTreeClassifier,0.973859,0.973860,0.973859,0.973859,0.947719,0.740000,133.907227,ExtraTreesClassifier,0.999628,0.999628,0.999628,0.999628,0.999597,0.973673,0.973752,0.973673,0.973687,0.963964
2Hz,150,DecisionTreeClassifier,0.979851,0.980603,0.979851,0.979843,0.960453,0.100000,133.907227,RandomForestClassifier,1.000000,1.000000,1.000000,1.000000,1.000000,0.979851,0.980597,0.979851,0.979818,0.969304
2Hz,150,DecisionTreeClassifier,0.992373,0.992373,0.992373,0.992373,0.984746,0.900000,133.907227,ExtraTreesClassifier,0.999849,0.999849,0.999849,0.999849,0.999836,0.992298,0.992302,0.992298,0.992294,0.989449
2Hz,150,DecisionTreeClassifier,0.989825,0.989825,0.989825,0.989825,0.979651,0.200000,133.907227,ExtraTreesClassifier,0.998929,0.998929,0.998929,0.998929,0.998843,0.989290,0.989293,0.989290,0.989287,0.985357
2Hz,150,DecisionTreeClassifier,0.941766,0.941767,0.941766,0.941766,0.883533,0.760000,133.907227,ExtraTreesClassifier,0.999410,0.999411,0.999410,0.999410,0.999362,0.941498,0.941604,0.941498,0.941506,0.919955
2Hz,150,DecisionTreeClassifier,0.980943,0.980943,0.980943,0.980943,0.961886,0.420000,133.907227,ExtraTreesClassifier,0.999893,0.999893,0.999893,0.999893,0.999884,0.980890,0.980892,0.980890,0.980876,0.973849
2Hz,150,DecisionTreeClassifier,0.985458,0.985458,0.985458,0.985458,0.970917,0.200000,133.907227,RandomForestClassifier,0.999656,0.999656,0.999656,0.999656,0.999624,0.985311,0.985332,0.985311,0.985312,0.979856
2Hz,150,DecisionTreeClassifier,0.990301,0.990301,0.990301,0.990301,0.980602,0.180000,133.907227,ExtraTreesClassifier,0.999838,0.999838,0.999838,0.999838,0.999825,0.990220,0.990224,0.990220,0.990219,0.986622
2Hz,150,DecisionTreeClassifier,0.991624,0.991634,0.991624,0.991624,0.983258,0.100000,133.907227,ExtraTreesClassifier,0.998930,0.998929,0.998930,0.998929,0.998844,0.991089,0.991093,0.991089,0.991078,0.987805
2Hz,150,DecisionTreeClassifier,0.974505,0.974505,0.974505,0.974505,0.949010,0.820000,133.907227,ExtraTreesClassifier,0.999516,0.999517,0.999516,0.999516,0.999476,0.974263,0.974313,0.974263,0.974263,0.964804
2Hz,150,DecisionTreeClassifier,0.996923,0.996929,0.996923,0.996923,0.993852,0.100000,133.907227,ExtraTreesClassifier,0.999518,0.999519,0.999518,0.999518,0.999479,0.996682,0.996686,0.996682,0.996677,0.995461
2Hz,150,DecisionTreeClassifier,0.981167,0.981167,0.981167,0.981167,0.962334,0.860000,133.907227,ExtraTreesClassifier,0.999406,0.999405,0.999406,0.999405,0.999358,0.980870,0.980887,0.980870,0.980873,0.973823
2Hz,150,DecisionTreeClassifier,0.953896,0.953896,0.953896,0.953896,0.907792,0.700000,133.907227,ExtraTreesClassifier,0.999686,0.999686,0.999686,0.999686,0.999660,0.953739,0.953874,0.953739,0.953727,0.936688
2Hz,150,DecisionTreeClassifier,0.989311,0.989311,0.989311,0.989311,0.978622,0.100000,133.907227,ExtraTreesClassifier,0.999654,0.999654,0.999654,0.999654,0.999622,0.989138,0.989151,0.989138,0.989140,0.985108
2Hz,150,DecisionTreeClassifier,0.991957,0.991957,0.991957,0.991957,0.983914,0.140000,133.907227,ExtraTreesClassifier,0.999567,0.999567,0.999567,0.999566,0.999529,0.991740,0.991750,0.991740,0.991740,0.988689
2Hz,150,DecisionTreeClassifier,0.954716,0.954717,0.954716,0.954716,0.909433,0.660000,133.907227,ExtraTreesClassifier,0.999723,0.999723,0.999723,0.999723,0.999698,0.954598,0.954767,0.954598,0.954627,0.937767
2Hz,150,DecisionTreeClassifier,0.982755,0.982755,0.982755,0.982755,0.965510,0.880000,133.907227,ExtraTreesClassifier,0.995462,0.995531,0.995462,0.995474,0.995087,0.980486,0.980545,0.980486,0.980491,0.973293
2Hz,150,DecisionTreeClassifier,0.975983,0.975992,0.975983,0.975983,0.951974,0.860000,133.907227,ExtraTreesClassifier,0.999838,0.999839,0.999838,0.999838,0.999825,0.975902,0.975918,0.975902,0.975897,0.966993
2Hz,150,DecisionTreeClassifier,0.993679,0.993684,0.993679,0.993679,0.987363,0.100000,133.907227,ExtraTreesClassifier,0.999408,0.999409,0.999408,0.999408,0.999361,0.993384,0.993389,0.993384,0.993381,0.990947
2Hz,150,DecisionTreeClassifier,0.985810,0.985810,0.985810,0.985809,0.971620,0.100000,133.907227,ExtraTreesClassifier,0.999731,0.999732,0.999731,0.999731,0.999710,0.985675,0.985724,0.985675,0.985680,0.980424
2Hz,150,DecisionTreeClassifier,0.966463,0.966464,0.966463,0.966463,0.932927,0.760000,133.907227,ExtraTreesClassifier,0.999607,0.999608,0.999607,0.999607,0.999573,0.966323,0.966529,0.966323,0.966373,0.953852
2Hz,150,DecisionTreeClassifier,0.954864,0.954866,0.954864,0.954864,0.909730,0.780000,133.907227,ExtraTreesClassifier,0.999944,0.999944,0.999944,0.999944,0.999939,0.954836,0.954838,0.954836,0.954793,0.938164
2Hz,150,DecisionTreeClassifier,0.955600,0.955600,0.955600,0.955600,0.911201,0.720000,133.907227,ExtraTreesClassifier,0.999733,0.999733,0.999733,0.999733,0.999710,0.955466,0.955589,0.955466,0.955496,0.939027
2Hz,150,DecisionTreeClassifier,0.994514,0.994523,0.994514,0.994514,0.989037,0.100000,133.907227,ExtraTreesClassifier,0.999576,0.999576,0.999576,0.999576,0.999541,0.994302,0.994307,0.994302,0.994296,0.992196
2Hz,150,DecisionTreeClassifier,0.982026,0.982026,0.982026,0.982026,0.964051,0.700000,133.907227,ExtraTreesClassifier,0.999483,0.999484,0.999483,0.999484,0.999440,0.981767,0.981781,0.981767,0.981764,0.975042
2Hz,150,DecisionTreeClassifier,0.996571,0.996584,0.996571,0.996571,0.993155,0.100000,133.907227,ExtraTreesClassifier,0.999893,0.999893,0.999893,0.999893,0.999884,0.996518,0.996528,0.996518,0.996509,0.995238
2Hz,150,DecisionTreeClassifier,0.973283,0.973283,0.973283,0.973283,0.946566,0.800000,133.907227,ExtraTreesClassifier,0.999544,0.999544,0.999544,0.999544,0.999507,0.973055,0.973111,0.973055,0.973064,0.963159
2Hz,150,DecisionTreeClassifier,0.992748,0.992752,0.992748,0.992748,0.985500,0.100000,133.907227,ExtraTreesClassifier,0.998059,0.998061,0.998059,0.998059,0.997899,0.991804,0.991810,0.991804,0.991798,0.988780
2Hz,150,DecisionTreeClassifier,0.975524,0.975524,0.975524,0.975524,0.951049,0.800000,133.907227,ExtraTreesClassifier,0.999091,0.999091,0.999091,0.999090,0.999018,0.975070,0.975098,0.975070,0.975063,0.965926
2Hz,150,DecisionTreeClassifier,0.980707,0.980708,0.980707,0.980707,0.961415,0.820000,133.907227,ExtraTreesClassifier,0.999679,0.999679,0.999679,0.999679,0.999653,0.980547,0.980555,0.980547,0.980538,0.973404
2Hz,150,DecisionTreeClassifier,0.993118,0.993121,0.993118,0.993118,0.986239,0.100000,133.907227,RandomForestClassifier,0.999516,0.999517,0.999516,0.999516,0.999477,0.992876,0.992883,0.992876,0.992873,0.990251
2Hz,165,DecisionTreeClassifier,0.976719,0.976719,0.976719,0.976719,0.953438,0.880000,133.907227,ExtraTreesClassifier,0.999231,0.999232,0.999231,0.999231,0.999157,0.976334,0.976363,0.976334,0.976331,0.967485
2Hz,165,DecisionTreeClassifier,0.983233,0.983237,0.983233,0.983233,0.966470,0.900000,133.907227,ExtraTreesClassifier,0.999939,0.999939,0.999939,0.999939,0.999934,0.983202,0.983249,0.983202,0.983207,0.976982
2Hz,165,DecisionTreeClassifier,0.965845,0.965849,0.965845,0.965845,0.931694,0.820000,133.907227,ExtraTreesClassifier,0.999518,0.999518,0.999518,0.999518,0.999479,0.965604,0.965751,0.965604,0.965617,0.953014
2Hz,165,DecisionTreeClassifier,0.988650,0.988650,0.988650,0.988650,0.977301,0.760000,133.907227,ExtraTreesClassifier,0.999571,0.999571,0.999571,0.999571,0.999536,0.988436,0.988455,0.988436,0.988440,0.984189
2Hz,165,DecisionTreeClassifier,0.994379,0.994383,0.994379,0.994379,0.988762,0.100000,133.907227,ExtraTreesClassifier,0.999642,0.999643,0.999642,0.999642,0.999612,0.994200,0.994204,0.994200,0.994195,0.992054
2Hz,165,DecisionTreeClassifier,0.992306,0.992308,0.992306,0.992306,0.984614,0.100000,133.907227,ExtraTreesClassifier,0.999292,0.999294,0.999292,0.999292,0.999229,0.991952,0.991960,0.991952,0.991949,0.988962
